dob,fighter_id,height,n_draw,n_loss,n_win,name,reach,sig_str_abs_pM,sig_str_def_pct,sig_str_land_pM,sig_str_land_pct,stance,sub_avg,td_avg,td_def_pct,td_land_pct,weight
"Jan 16, 1985",203c957eac95dd87,"6' 3""",1,7,13,Hyun Gyu Lim,"77""",5.07,0.51,4.45,0.41,Orthodox,0.2,0.23,0.73,1.0,170 lbs.
"Nov 09, 1979",bbb15f301e4a490a,"5' 9""",0,6,17,Jae Suk Lim,--,4.05,0.37,2.43,0.5,Orthodox,0.0,12.16,1.0,1.0,170 lbs.
--,a1bf037613180253,"5' 9""",0,7,17,Donnie Liles,--,1.75,0.65,2.25,0.41,Orthodox,1.2,2.5,0.0,0.28,170 lbs.
--,0e31bfd26cc8c503,"5' 9""",0,10,15,Chris Liguori,--,1.44,0.0,0.29,0.33,Orthodox,0.0,0.0,0.5,0.0,185 lbs.
"Oct 15, 1978",998c8890a8dde1eb,"6' 2""",0,2,6,Scott Lighty,--,4.24,0.49,2.91,0.21,,0.0,0.0,0.0,0.0,205 lbs.
"Feb 06, 1974",5d7c18191b8aa432,"5' 8""",0,11,9,Zach Light,--,1.9,0.48,0.81,0.33,Orthodox,0.0,1.36,0.0,1.0,170 lbs.
--,421ccfc6ddb17958,--,0,10,12,Sam Liera,--,7.36,0.51,0.82,0.6,,0.0,0.0,0.66,0.0,--
"Dec 17, 1969",a390eb8a9b2df298,"6' 2""",0,8,21,Chuck Liddell,"76""",2.71,0.56,2.97,0.35,Orthodox,0.0,0.44,0.81,0.75,205 lbs.
--,a8aba6fd8a463043,"5' 9""",0,11,20,Jess Liaudin,"72""",2.76,0.41,2.46,0.51,Orthodox,1.6,3.28,0.3,0.53,170 lbs.
"Mar 20, 1988",e64b96c07d7ce999,"6' 0""",0,6,17,Jingliang Li,"71""",3.69,0.59,4.51,0.42,Orthodox,0.0,1.32,0.59,0.39,170 lbs.
"Aug 10, 1983",a307a10414d0ad00,"6' 9""",1,0,7,Chi Lewis-Parry,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,243 lbs.
"May 05, 1991",899923ff6ab13917,"6' 3""",0,2,7,Bevon Lewis,"79""",2.52,0.57,4.05,0.45,Orthodox,0.0,0.0,1.0,0.0,185 lbs.
"Feb 07, 1985",d3df1add9d9a7efb,"6' 3""",0,7,23,Derrick Lewis,"79""",2.14,0.44,2.53,0.49,Orthodox,0.0,0.48,0.53,0.24,260 lbs.
--,4a01dc8376736ef5,"6' 0""",3,4,3,John Lewis,--,4.0,0.66,0.0,0.0,Southpaw,0.0,0.0,0.0,0.0,155 lbs.
--,81ddc98fceb30086,--,0,3,0,Kyle Levinton,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,--
--,49590e0508b2c19f,"6' 5""",0,3,1,David Levicki,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,275 lbs.
"Jul 17, 1982",182f2b78582de3d8,"5' 9""",0,7,22,Marcus LeVesseur,"70""",3.7,0.37,2.55,0.64,Southpaw,0.6,3.89,0.83,0.36,155 lbs.
"Apr 18, 1980",8c3f3c43c8ceb778,"5' 11""",0,7,10,Justin Levens,--,3.15,0.37,1.24,0.47,Orthodox,5.1,1.69,0.33,0.5,185 lbs.
"Aug 21, 1992",8cb78f3a6c2a08f7,"5' 7""",0,2,5,Leah Letson,"71""",3.8,0.63,4.87,0.4,,0.0,0.0,1.0,0.0,145 lbs.
"Apr 29, 1983",46a2f24feb258ae0,"5' 7""",0,6,8,Valerie Letourneau,"68""",5.4,0.58,4.51,0.37,Orthodox,0.3,0.77,0.66,0.45,115 lbs.
"Jun 10, 1984",edd8d5d8089a35f8,"5' 11""",0,6,11,Frank Lester,--,3.82,0.53,2.18,0.36,Orthodox,0.0,0.0,0.0,0.0,170 lbs.
"Jul 12, 1977",513c6f1715e547a8,"6' 3""",0,3,5,Brock Lesnar,"81""",2.11,0.5,3.53,0.72,Orthodox,0.5,3.9,0.6,0.55,265 lbs.
"Nov 05, 1981",5a8e30ed38a5bc6f,--,0,3,8,Lukasz Les,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,170 lbs.
--,f1fd8ec1023c89b3,--,0,1,0,Michael Lerma,--,6.47,0.45,0.0,0.0,,0.0,0.0,0.0,0.0,--
"Jan 05, 1968",08ae5cd9aef7ddd3,"6' 3""",1,7,10,Kimo Leopoldo,--,2.12,0.3,0.76,0.83,Orthodox,2.3,4.55,0.0,1.0,235 lbs.
"Feb 19, 1980",657d0ed181f04215,"6' 0""",0,4,9,Chad Leonhardt,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,170 lbs.
"May 27, 1987",86b9b51a81e9c339,"5' 6""",0,8,15,Anthony Leone,--,2.52,0.56,1.94,0.53,Orthodox,0.0,1.72,0.0,0.18,135 lbs.
--,6e02c318762f52f1,"5' 8""",0,1,0,Alberta Cerra Leon,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,238 lbs.
"Aug 13, 1984",6fb1ba67bef41b37,"5' 8""",2,11,30,Nik Lentz,"68""",3.14,0.49,3.46,0.48,Orthodox,1.2,3.41,0.45,0.33,155 lbs.
"Nov 29, 1972",e60201cfab7d656d,"6' 0""",3,17,16,Jean Francois Lenogue,--,0.27,0.6,1.13,0.34,Orthodox,0.0,0.0,0.33,0.0,185 lbs.
"Mar 10, 1982",3ae10ac4df3df05c,"5' 9""",0,4,14,Jesse Lennox,"72""",3.2,0.64,2.69,0.32,Orthodox,0.3,1.22,0.63,0.66,170 lbs.
--,7269329bd87eb479,"6' 0""",0,4,3,Christophe Leninger,--,0.0,0.0,0.0,0.0,Southpaw,0.0,0.0,0.0,0.0,200 lbs.
"Jun 23, 1989",f37822d5b3e47517,"6' 3""",0,0,6,Giacomo Lemos,"75""",0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,247 lbs.
"May 22, 1987",3df5493bb279226f,"5' 4""",1,1,7,Amanda Lemos,"65""",9.05,0.47,6.55,0.64,Southpaw,1.3,2.59,0.0,1.0,135 lbs.
--,fd4578cac86d75ca,"5' 8""",0,9,13,Gabe Lemley,--,6.03,0.45,0.82,0.35,Orthodox,0.0,0.0,0.0,0.0,155 lbs.
"Jun 03, 1974",d56bb6dff2ae77eb,"6' 2""",0,3,0,Stefan Leko,--,6.17,0.68,2.4,0.43,Orthodox,0.0,0.0,0.0,0.0,215 lbs.
"Sep 06, 1981",cfb65863d5099327,"6' 1""",0,9,28,Thales Leites,"78""",2.99,0.52,2.13,0.4,Orthodox,1.1,2.1,0.3,0.27,185 lbs.
"Mar 15, 1994",98cbbc06074c68a4,"5' 8""",0,0,6,Cheyden Leialoha,"73""",3.2,0.53,1.87,0.28,Orthodox,0.0,2.0,0.71,0.33,135 lbs.
"Oct 27, 1978",4f670b7972fa0a2e,"5' 8""",0,6,21,Sherron Leggett,--,2.08,0.47,2.86,0.51,Southpaw,0.0,5.19,0.33,0.8,155 lbs.
--,5817df778cc27274,"5' 8""",0,4,14,Ricky Legere Jr.,--,1.53,0.6,1.07,0.41,,0.0,5.0,0.0,0.41,170 lbs.
"Feb 11, 1989",05fa626cb33d15b8,"5' 6""",0,4,11,Andrea Lee,"69""",3.8,0.65,5.4,0.48,Orthodox,0.6,1.4,0.61,0.38,125 lbs.
"Apr 08, 1987",0d1c163b206e8c5f,"5' 9""",0,2,3,Rocky Lee,--,5.33,0.44,2.47,0.51,Orthodox,0.0,1.0,0.33,0.1,145 lbs.
"Sep 04, 1992",ee9ebceabfd16fa7,"5' 9""",0,6,18,Kevin Lee,"77""",3.23,0.51,3.9,0.42,Orthodox,0.8,3.21,0.75,0.43,170 lbs.
"Oct 15, 1982",8bb6f4479685bbcc,"5' 6""",1,13,14,Vaughan Lee,"66""",2.07,0.7,3.47,0.47,Orthodox,1.0,0.81,0.72,0.33,125 lbs.
--,0802be3516ef8f66,--,0,4,2,Imani Lee,--,0.94,0.33,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,--
--,d9e3743bae8d703d,"5' 11""",1,10,14,Matt Lee,--,9.68,0.21,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,155 lbs.
"Jan 20, 1977",806975e1b4f47b27,"5' 7""",0,6,25,Tommy Lee,--,0.3,0.75,0.0,0.0,Orthodox,0.0,4.57,0.0,0.33,145 lbs.
"Jan 17, 1975",de99da2c0d18d34a,"6' 6""",0,2,1,Tae Hyun Lee,--,3.89,0.54,1.37,0.31,Orthodox,0.0,5.15,0.0,1.0,295 lbs.
"Mar 07, 1982",39c568f8c579913e,"6' 1""",0,4,17,Eun Soo Lee,--,3.05,0.6,0.0,0.0,Orthodox,0.0,0.0,0.5,0.0,215 lbs.
--,4985113c0928aa62,--,0,1,0,Jackie Lee,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,--
--,8caca5857ce0e30b,"5' 10""",0,10,12,David Lee,--,3.31,0.42,1.49,0.5,Orthodox,0.0,0.0,0.5,0.0,155 lbs.
"Sep 22, 1973",863d06a7ef8bc98c,"5' 11""",0,3,15,James Lee,--,3.72,0.27,1.4,0.42,Southpaw,7.0,13.95,0.0,0.5,205 lbs.
"Sep 28, 1988",ba1e6cb3d43f7430,"6' 4""",0,3,9,Justin Ledet,"80""",4.67,0.49,3.33,0.39,Orthodox,0.2,0.24,0.42,0.5,205 lbs.
"Jun 30, 1982",56ec58954158966a,"5' 9""",0,3,8,Stephen Ledbetter,--,1.6,0.57,1.2,0.38,Orthodox,0.0,5.0,1.0,0.45,145 lbs.
"Aug 16, 1987",c575ab451e3c5b1d,"5' 11""",1,7,16,Mickael Lebout,"73""",2.98,0.54,2.6,0.34,Orthodox,0.0,0.0,0.6,0.0,155 lbs.
"Jul 21, 1980",d43a048a880efdff,"5' 11""",0,11,22,Chris Leben,"73""",2.87,0.52,2.87,0.42,Southpaw,0.8,1.14,0.53,0.41,185 lbs.
"Dec 26, 1972",2d0b10789feafddb,"6' 3""",0,2,3,Jerome LeBanner,--,1.03,0.37,0.92,0.35,Southpaw,0.0,0.0,0.5,0.0,265 lbs.
"Jun 02, 1995",ac026518a9b4dc0f,"5' 9""",0,0,7,Jordan Leavitt,"71""",0.47,0.66,0.94,0.5,Southpaw,3.5,3.53,0.0,1.0,155 lbs.
"Aug 28, 1985",882b3f5a0774d575,"5' 9""",0,1,6,Thanh Le,"74""",1.82,0.7,1.97,0.4,Orthodox,0.0,0.0,1.0,0.0,145 lbs.
"May 25, 1972",d4f364dd076bb0e2,"5' 9""",0,3,9,Cung Le,"70""",2.98,0.66,4.36,0.48,Southpaw,0.3,1.37,0.88,0.71,185 lbs.
"Nov 16, 1987",49ee5024966efc0d,"6' 1""",0,1,10,Mounir Lazzez,"76""",4.47,0.49,6.53,0.55,Orthodox,0.0,4.0,0.75,1.0,170 lbs.
"Aug 15, 1985",777dea713da2441d,"6' 0""",0,5,15,Valmir Lazaro,"73""",4.09,0.61,4.87,0.37,Orthodox,0.0,1.33,0.96,0.4,155 lbs.
--,38e5d9dcb0fddc42,"6' 0""",0,5,9,Eric Lawson,--,1.97,0.44,1.58,0.57,Orthodox,3.0,8.88,0.0,0.42,185 lbs.
"Jun 13, 1992",e7e01e266a9d4342,"5' 8""",0,1,5,Ronnie Lawrence,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,135 lbs.
"Jun 26, 1993",ce039df1994b18f0,"6' 1""",0,1,4,Lance Lawrence,"74""",9.8,0.24,5.87,0.5,Orthodox,0.0,1.0,0.5,1.0,145 lbs.
"May 15, 1990",879f6cae48d25baa,"5' 8""",0,4,10,Justin Lawrence,"67""",2.83,0.67,3.84,0.35,Orthodox,0.0,0.72,0.73,0.28,145 lbs.
"May 15, 1983",4d44f37107f01b9b,"6' 0""",0,6,10,Tom Lawlor,"74""",2.41,0.6,2.5,0.42,Southpaw,1.4,2.46,0.57,0.32,205 lbs.
"Mar 20, 1982",f2925e6db404bf1d,"5' 11""",0,14,28,Robbie Lawler,"74""",4.16,0.6,3.57,0.45,Southpaw,0.0,0.71,0.65,0.66,170 lbs.
"Jan 11, 1981",a571770c4016736f,"6' 0""",0,6,21,Muhammed Lawal,"78""",1.61,0.66,3.79,0.52,Southpaw,0.0,5.96,0.87,0.75,205 lbs.
"May 24, 1976",5449dcccd972ff83,"5' 8""",0,7,9,Chatt Lavender,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,170 lbs.
"Mar 30, 1988",4c8d6fde2dde07c4,"5' 10""",0,6,17,Dan Lauzon,--,4.09,0.61,1.34,0.25,Orthodox,2.7,1.63,0.8,0.33,155 lbs.
"May 22, 1984",3bad7ef643840f67,"5' 10""",0,16,28,Joe Lauzon,"71""",5.39,0.54,2.84,0.39,Orthodox,2.0,2.39,0.54,0.45,155 lbs.
"Aug 01, 1988",ec664422b22d9787,"5' 5""",0,5,7,Jenel Lausa,"68""",3.53,0.53,1.44,0.42,Orthodox,0.8,0.55,0.51,0.66,125 lbs.
--,5898357a45a73674,"6' 0""",0,0,1,Sione Latu,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,215 lbs.
"Jul 28, 1983",e9a3aeb207578eea,"5' 10""",0,8,15,Ilir Latifi,"73""",2.84,0.56,2.01,0.4,Orthodox,0.4,2.02,1.0,0.32,205 lbs.
"Jul 16, 1976",b0826525fa17231d,"6' 3""",0,2,15,Bobby Lashley,"78""",0.76,0.63,3.1,0.63,Orthodox,0.0,11.47,0.0,0.7,255 lbs.
"Dec 30, 1980",7107e53ebd7435fb,--,0,2,6,Ryan Larson,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,170 lbs.
"Aug 23, 1977",5eedbf1e9601be35,"5' 11""",0,10,42,Brock Larson,"71""",1.5,0.55,1.39,0.46,Southpaw,2.0,2.67,0.43,0.34,170 lbs.
"May 18, 1984",c3bd649a9194e50c,"5' 10""",0,5,8,Jeremy Larsen,"70""",5.75,0.57,4.87,0.48,Orthodox,0.0,2.49,0.0,0.33,145 lbs.
"Sep 03, 1986",9450848a71d53776,"5' 11""",0,6,18,Lorenz Larkin,"72""",2.74,0.63,3.53,0.46,Orthodox,0.1,0.27,0.79,0.42,170 lbs.
"Mar 12, 1980",49efbdc6c9f650c4,"6' 3""",0,5,6,Icho Larenas,--,2.5,0.28,0.17,0.15,Orthodox,0.0,0.0,0.14,0.0,235 lbs.
"Oct 15, 1997",cd2e5a390821fb48,"5' 6""",0,3,11,TJ Laramie,"66""",0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,145 lbs.
"Feb 13, 1980",f3a853544e4413c4,"5' 9""",0,7,23,Anthony Lapsley,--,0.58,0.66,0.53,0.34,Southpaw,0.0,0.0,0.2,0.0,170 lbs.
"Jul 23, 1986",c03a5022f8439f2a,"5' 10""",0,4,13,Chad Laprise,"71""",3.59,0.65,4.78,0.42,Orthodox,0.0,1.05,0.78,0.54,170 lbs.
"Apr 08, 1992",8b1ed83b02303075,"5' 6""",0,2,11,Taylor Lapilus,"73""",2.0,0.61,3.77,0.45,Southpaw,0.6,0.58,0.81,0.4,135 lbs.
"Mar 13, 1982",2eeaefbfc7f9fcff,"5' 7""",0,5,10,Lina Lansberg,"65""",3.7,0.44,2.76,0.57,Orthodox,0.1,0.71,0.5,0.33,135 lbs.
"Aug 31, 1980",b8980dd7e8fc5976,--,0,1,5,Lionel Lanham,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,205 lbs.
"May 11, 1975",09422812370fbdfe,"5' 11""",0,2,21,Jeremy Lang,--,1.41,0.42,1.13,0.5,Southpaw,4.2,4.22,0.0,0.6,205 lbs.
"Aug 26, 1986",d73e856f150744b2,--,0,1,5,Aaron Lanfranco,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
"Nov 09, 1987",be9bdec19b7e9ffe,"6' 6""",0,1,2,Austen Lane,--,6.32,0.6,5.26,0.35,Orthodox,0.0,0.0,0.0,0.0,245 lbs.
"Jun 06, 1988",583ee11abddfc581,"5' 9""",0,3,14,Nate Landwehr,"72""",7.22,0.52,6.89,0.5,Orthodox,0.0,0.0,0.85,0.0,145 lbs.
"Sep 09, 1973",7e062824c175f975,"5' 11""",0,16,29,Jose Landi-Jons,--,0.77,0.43,0.99,0.4,Orthodox,2.2,2.2,0.4,0.8,170 lbs.
"Jun 03, 1975",5be86bb2f78fef2f,"6' 3""",0,13,26,Jason Lambert,"75""",1.84,0.5,3.21,0.58,Orthodox,2.4,1.35,0.28,0.36,185 lbs.
"May 21, 1982",3974fa35c917af1d,"5' 8""",0,8,19,Ricardo Lamas,"71""",2.66,0.59,2.88,0.45,Orthodox,1.0,1.63,0.47,0.32,145 lbs.
"Nov 04, 1990",e62ce041bb7aeb1f,"6' 0""",0,3,7,Sean Lally,--,7.23,0.3,5.34,0.39,Orthodox,0.0,0.0,0.0,0.0,170 lbs.
--,7d06092326c52528,"5' 7""",0,1,2,Todd Lally,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,145 lbs.
"Jun 21, 1965",c7e9d15cfce52f1d,"6' 1""",1,6,7,Tim Lajcik,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,225 lbs.
"May 28, 1988",e5ca2bc2451a5956,"5' 2""",0,1,5,Tina Lahdemaki,--,4.67,0.57,1.93,0.2,Orthodox,0.0,0.0,0.16,0.0,115 lbs.
"Jun 08, 1984",9f755fb04cc21499,"5' 9""",0,2,11,Noad Lahat,"69""",1.47,0.63,2.79,0.46,Orthodox,2.4,2.37,0.16,0.26,145 lbs.
"Sep 04, 1986",b40e65d71a8d4ce5,"6' 2""",0,5,6,Ben Lagman,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,185 lbs.
"Oct 01, 1983",4c7781da8c6cae93,"6' 1""",0,3,14,Ryan LaFlare,"74""",1.86,0.63,2.89,0.4,Southpaw,0.2,2.13,0.58,0.44,170 lbs.
"Mar 01, 1995",d4691518d012b9e7,"5' 6""",0,1,9,Aspen Ladd,"66""",4.84,0.46,5.22,0.55,Orthodox,1.2,2.45,0.66,0.75,135 lbs.
--,eb84192d1a97f69e,--,0,2,3,Kemran Lachinov,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,170 lbs.
--,4fe1d105af549845,"5' 10""",0,5,11,Jeremiah Labiano,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,135 lbs.
--,5108b169b5fe1f86,"5' 10""",0,6,11,Josh LaBerge,--,5.33,0.44,2.53,0.36,,0.0,0.0,0.71,0.0,145 lbs.
"Apr 24, 1978",b3fb8d2293e17a59,"6' 3""",0,4,7,Achmed Labasanov,--,1.1,0.46,0.75,0.39,Orthodox,0.8,3.0,0.0,1.0,215 lbs.
"May 13, 1977",062e57ca1a3c95a8,"5' 4""",0,3,6,Fiona Muxlow,--,5.45,0.34,1.44,0.27,,0.0,0.0,0.0,0.0,145 lbs.
"Jul 19, 1986",28c55b4087a6f136,"6' 0""",1,6,15,Elvis Mutapcic,"72""",4.27,0.38,3.41,0.4,Orthodox,0.0,0.0,0.81,0.0,185 lbs.
"Nov 07, 1987",f4c40f8a64d3151d,"6' 0""",0,3,6,Max Mustaki,--,13.0,0.45,8.2,0.5,Orthodox,0.0,0.0,0.0,0.0,155 lbs.
"Aug 02, 1988",31d7446b184e3305,"5' 8""",0,3,14,Magomed Mustafaev,"71""",2.68,0.41,2.59,0.58,Orthodox,0.4,3.31,0.23,0.5,155 lbs.
--,d0d43cb9b14f231c,"6' 3""",0,5,11,Andre Mussi,--,10.59,0.35,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,242 lbs.
"Apr 05, 1986",8b5f9ea38184ded3,"6' 0""",0,5,13,Nicholas Musoke,"75""",3.8,0.57,3.56,0.35,Orthodox,0.2,1.16,0.82,0.19,170 lbs.
--,e90a2f22417af68e,"5' 11""",0,0,7,Azamat Murzakanov,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,205 lbs.
"Jul 15, 1993",231cae8b77fbbcc1,"6' 0""",0,2,14,Khalid Murtazaliev,"76""",0.4,0.78,4.8,0.69,Orthodox,0.0,7.5,0.33,1.0,185 lbs.
"Sep 12, 1977",32016899d0a222a3,"6' 3""",1,2,8,Lee Murray,--,3.28,0.32,0.36,0.15,Orthodox,1.8,0.9,0.42,1.0,185 lbs.
"Jul 22, 1991",396fe87b84ac2e1c,"5' 9""",1,0,9,Lerone Murphy,"73""",1.66,0.63,2.59,0.42,Orthodox,1.6,0.78,0.4,0.5,145 lbs.
--,eca7e064746c161a,"6' 0""",0,3,5,Patrick Murphy,--,0.8,0.42,3.4,0.66,,1.0,0.0,0.5,0.0,170 lbs.
"Jul 27, 1983",729d4bd5a6cd0a97,"5' 5""",0,4,13,Lauren Murphy,"67""",3.9,0.63,3.88,0.39,Orthodox,0.0,1.14,0.67,0.35,125 lbs.
"Aug 09, 1977",1b5c146ee7b86e34,"6' 3""",0,4,6,Jon Murphy,--,8.85,0.43,3.93,0.66,Orthodox,0.0,0.0,0.0,0.0,260 lbs.
"Jun 14, 1985",de25520d54eab12d,"6' 1""",0,1,1,Ian Murphy,--,1.93,0.3,0.0,0.0,Orthodox,0.0,4.13,0.0,1.0,185 lbs.
"Nov 19, 1974",62918a2118de08b2,"6' 2""",0,0,8,Tom Murphy,--,0.17,0.84,2.5,0.71,Southpaw,2.5,7.51,0.0,0.85,227 lbs.
"Mar 21, 1991",4b90384d7c3519b8,"5' 6""",0,5,10,Vince Murdock,"66""",0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,145 lbs.
"Aug 10, 1993",e0b0cf71e0d69dd0,"5' 1""",0,1,11,Kanako Murata,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,115 lbs.
--,e3a6c6d6d0ac0815,"5' 8""",1,3,8,Ryuichi Murata,--,1.89,0.5,0.84,0.36,Orthodox,3.2,4.74,1.0,0.5,183 lbs.
"Nov 29, 1973",cfbccfed4e4796fe,"6' 1""",0,5,5,Kazunari Murakami,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,220 lbs.
"Feb 08, 1990",ea7e5bc78d9de658,"6' 2""",0,6,24,Makhmud Muradov,"75""",2.57,0.64,4.97,0.41,Orthodox,0.5,0.51,1.0,0.25,185 lbs.
--,fd0b4e3eb18eafb7,"5' 9""",0,2,15,Andy Murad,--,2.87,0.32,2.6,0.76,,0.0,1.0,0.42,0.2,185 lbs.
"Feb 16, 1993",f6bcbd91b114ff58,"5' 9""",0,1,10,Johnny Munoz,"71""",1.4,0.58,3.27,0.62,Orthodox,1.0,2.0,0.0,0.12,145 lbs.
"Feb 27, 1990",f8f1ec513bcfef43,"5' 9""",0,0,6,Alexander Munoz,--,3.53,0.53,4.07,0.63,Switch,0.0,4.0,0.0,0.66,155 lbs.
"Feb 09, 1978",179f1948dc234f1f,"6' 0""",0,6,14,Mark Munoz,"71""",2.26,0.57,3.12,0.51,Orthodox,0.6,3.17,0.57,0.29,185 lbs.
"Feb 17, 1990",886264a0c9f4ea5e,"6' 1""",0,4,19,Andre Muniz,"78""",1.79,0.46,2.27,0.59,Southpaw,1.4,2.83,0.33,0.35,185 lbs.
"Sep 07, 1986",6bd02119599741a4,"5' 6""",0,4,18,Pedro Munhoz,"65""",6.17,0.57,5.29,0.42,Orthodox,1.1,0.92,0.81,0.21,135 lbs.
--,1a49e0670dfaca31,"6' 1""",0,2,0,Jim Mullen,--,0.0,0.0,0.0,0.0,Southpaw,0.0,0.0,0.0,0.0,215 lbs.
"Aug 17, 1994",af9f42e6894047fc,"6' 0""",0,3,12,Jamie Mullarkey,"74""",6.07,0.4,2.4,0.37,Orthodox,1.0,3.0,0.0,0.2,155 lbs.
"Feb 20, 1988",8d5350fa18b79e9a,"5' 10""",0,2,11,James Mulheron,"73""",3.47,0.42,2.4,0.31,Orthodox,0.0,0.0,0.25,0.0,243 lbs.
"Sep 20, 1984",16af2d5a6f28bee2,"6' 3""",0,4,18,Quinn Mulhern,--,2.09,0.51,1.48,0.28,Orthodox,0.0,1.36,0.33,0.2,155 lbs.
--,2252b2c892397f0d,--,0,2,4,Fazlo Mulabitinovic,--,0.0,1.0,0.54,0.16,,8.0,0.0,0.0,0.0,135 lbs.
"Jul 09, 1988",b1b0729d27936f2f,"5' 11""",0,3,17,Belal Muhammad,"72""",3.97,0.59,4.48,0.42,Orthodox,0.2,2.13,0.83,0.3,170 lbs.
"Nov 15, 1991",f923e012414c883e,"5' 5""",0,3,5,Lauren Mueller,"67""",3.77,0.58,4.08,0.41,Orthodox,0.0,0.7,0.71,0.5,125 lbs.
"Jan 29, 1989",d0c325dfefdde31f,"5' 9""",0,3,3,Garrett Mueller,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,135 lbs.
"Jan 20, 1996",3cf18e01cb6cbde3,"5' 8""",0,4,11,Su Mudaerji,"72""",2.49,0.58,5.02,0.59,Southpaw,1.4,0.68,0.75,1.0,135 lbs.
"Mar 17, 1989",882d62561063a927,"5' 1""",0,3,4,Jamie Moyle,"65""",4.0,0.65,4.51,0.51,Orthodox,0.0,1.0,0.5,0.21,115 lbs.
--,ae922e7d9e852d7a,"5' 5""",0,3,8,Kin Moy,--,1.93,0.62,2.3,0.33,,1.7,1.67,0.5,0.42,135 lbs.
"Aug 01, 1985",232c582f29f8f65e,"6' 2""",2,6,42,Gegard Mousasi,"76""",1.21,0.68,3.75,0.5,Orthodox,1.1,1.59,0.59,0.6,185 lbs.
--,ab35634d1a8c7a11,"5' 11""",0,7,19,Flavio Luiz Moura,--,0.0,0.0,0.67,0.16,Open Stance,0.0,0.0,0.0,0.0,183 lbs.
--,5da4e8dc02e50ac0,"6' 0""",0,4,3,Juan Mott,--,0.0,0.0,0.0,0.0,Switch,0.0,0.0,0.0,0.0,190 lbs.
--,4dc496aa0cfc0d95,"6' 5""",0,12,6,Harry Moskowitz,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,275 lbs.
--,38fccd44d669bb2f,"5' 11""",0,3,0,Jack Morrison,--,19.31,0.4,0.0,0.0,,0.0,0.0,0.0,0.0,205 lbs.
"Mar 29, 1984",dab0e6cb8c932162,"5' 7""",0,12,20,Anthony Morrison,--,0.49,0.8,1.7,0.33,Orthodox,0.0,0.0,0.5,0.0,145 lbs.
--,be9d259be012e8a4,"5' 10""",0,1,2,Scott Morris,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,210 lbs.
"Nov 01, 1979",6803d4d6908354ac,"6' 2""",0,6,10,Brad Morris,--,6.95,0.27,0.5,0.62,Orthodox,0.0,0.0,0.0,0.0,205 lbs.
"Jun 14, 1989",2f6a993c7f547c13,"5' 6""",0,4,16,Sergey Morozov,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,135 lbs.
"Sep 08, 1991",b4192a975027aab6,"5' 7""",0,3,10,Maryna Moroz,"67""",4.15,0.53,4.09,0.31,Orthodox,0.4,0.56,0.47,0.18,125 lbs.
"Aug 16, 1990",cdb96af67d096b1e,"5' 11""",0,6,17,Alex Morono,"72""",3.1,0.61,4.42,0.39,Orthodox,0.6,0.0,0.35,0.0,170 lbs.
"Dec 16, 1979",92b36014314b028b,"6' 1""",0,4,4,Peggy Morgan,--,8.2,0.33,2.27,0.23,,0.0,0.0,0.5,0.0,135 lbs.
"Sep 28, 1981",2067a177a2842fbf,"5' 10""",0,12,18,Sammy Morgan,--,3.74,0.4,1.05,0.22,Orthodox,0.5,1.43,0.0,0.2,170 lbs.
